1197,88,0.0,0
1183,851,0.0,0
1181,284,0.0,0
1177,91,0.0,0
1138,84,0.0,0
1227,88,0.25,0
1213,851,0.25,0
1167,284,0.25,0
1261,91,0.25,0
1233,84,0.25,0
1178,88,0.5,0
1248,851,0.5,0
1180,284,0.5,0
1230,91,0.5,0
1183,84,0.5,0
1179,88,1.0,0
1208,851,1.0,0
1217,284,1.0,0
1227,91,1.0,0
1163,84,1.0,0
1248,88,2.0,0
1235,851,2.0,0
1194,284,2.0,0
1192,91,2.0,0
1201,84,2.0,0
1462,88,0.0,1
1251,851,0.0,1
1531,284,0.0,1
1435,91,0.0,1
1553,84,0.0,1
1495,88,0.25,1
1213,851,0.25,1
1530,284,0.25,1
1455,91,0.25,1
1438,84,0.25,1
1334,88,0.5,1
1379,851,0.5,1
1483,284,0.5,1
1312,91,0.5,1
1548,84,0.5,1
1536,88,1.0,1
1297,851,1.0,1
1532,284,1.0,1
1327,91,1.0,1
1519,84,1.0,1
1342,88,2.0,1
1345,851,2.0,1
1548,284,2.0,1
1466,91,2.0,1
1541,84,2.0,1
1467,88,0.0,2
1371,851,0.0,2
1550,284,0.0,2
1486,91,0.0,2
1395,84,0.0,2
1271,88,0.25,2
1472,851,0.25,2
1409,284,0.25,2
1438,91,0.25,2
1446,84,0.25,2
1366,88,0.5,2
1409,851,0.5,2
1473,284,0.5,2
1429,91,0.5,2
1548,84,0.5,2
1358,88,1.0,2
1426,851,1.0,2
1441,284,1.0,2
1433,91,1.0,2
1356,84,1.0,2
1350,88,2.0,2
1470,851,2.0,2
1377,284,2.0,2
1526,91,2.0,2
1520,84,2.0,2
